day,elevation,flow_accumulation,geology,latitude,longitude,month,rainfall,slop,soil_type,station,year
1,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
2,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
3,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
4,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
5,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
6,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
7,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
8,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
9,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
10,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
11,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
12,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
13,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
14,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
15,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
16,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
17,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
18,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
19,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
20,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
21,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
22,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
23,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
24,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
25,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
26,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
27,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
28,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
29,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,1.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
1,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
2,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
3,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
4,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
5,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
6,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
7,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
8,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
9,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
10,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
11,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
12,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
13,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
14,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
15,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
16,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
17,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
18,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
19,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
20,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
21,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
22,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
23,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
24,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
25,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
26,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,5.2,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
27,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
28,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
29,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,2.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
1,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
2,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
3,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
4,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
5,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
6,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
7,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
8,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
9,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
10,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
11,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
12,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
13,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
14,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
15,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
16,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
17,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
18,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
19,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
20,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
21,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
22,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
23,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
24,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
25,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
26,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
27,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
28,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
29,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,3.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
1,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
2,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
3,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,7.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
4,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
5,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
6,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
7,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
8,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
9,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
10,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,11.5,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
11,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
12,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
13,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
14,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
15,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
16,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
17,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
18,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
19,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,8.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
20,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,11.5,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
21,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
22,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
23,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
24,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
25,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
26,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
27,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
28,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
29,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,4.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
1,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
2,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
3,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
4,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
5,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
6,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
7,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
8,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
9,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,77.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
10,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,13.5,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
11,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,1.2,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
12,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
13,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
14,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
15,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,21.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
16,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,133.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
17,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,47.5,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
18,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,46.5,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
19,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,15.2,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
20,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
21,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
22,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
23,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
24,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
25,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
26,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
27,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,92.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
28,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
29,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,5.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
1,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
2,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
3,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,3.3,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
4,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
5,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
6,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
7,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
8,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,12.5,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
9,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,18.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
10,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,10.3,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
11,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
12,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
13,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
14,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
15,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
16,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
17,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
18,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
19,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
20,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
21,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
22,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
23,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
24,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
25,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
26,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
27,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
28,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
29,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,6.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
1,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
2,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
3,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
4,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
5,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
6,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
7,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
8,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
9,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
10,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
11,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
12,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
13,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
14,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
15,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
16,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
17,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
18,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
19,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
20,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
21,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
22,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
23,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
24,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
25,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
26,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
27,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
28,7,0.0,Alluvial and lagoonal deposits,7.562,79.8017,7.0,0.0,1.0,Old Alluviam,CHILAW-P.W.D,2016.0
